query_drug,similar_drug,similarity
DB00972,DB12806,0.4375
DB00972,DB00283,0.3088235294117647
DB00972,DB04879,0.30303030303030304
DB00972,DB12211,0.2916666666666667
DB00972,DB09074,0.2911392405063291
DB00972,DB08344,0.2875
DB00972,DB08936,0.2833333333333333
DB00972,DB00889,0.28169014084507044
DB00972,DB08058,0.275
DB00972,DB11642,0.265625
DB00973,DB12869,0.31746031746031744
DB00973,DB13251,0.3125
DB00973,DB09203,0.29411764705882354
DB00973,DB06946,0.29411764705882354
DB00973,DB03585,0.2833333333333333
DB00973,DB07741,0.28
DB00973,DB11541,0.2711864406779661
DB00973,DB01140,0.2602739726027397
DB00973,DB07796,0.2602739726027397
DB00973,DB07896,0.26
DB00975,DB00350,0.22916666666666666
DB00975,DB12808,0.208955223880597
DB00975,DB14174,0.20512820512820512
DB00975,DB04478,0.1896551724137931
DB00975,DB08922,0.18461538461538463
DB00975,DB01170,0.18181818181818182
DB00975,DB08780,0.17647058823529413
DB00975,DB01231,0.17647058823529413
DB00975,DB03709,0.175
DB00975,DB09223,0.1746031746031746
DB00977,DB01357,0.7647058823529411
DB00977,DB04575,0.7090909090909091
DB00977,DB00783,0.5769230769230769
DB00977,DB00655,0.5769230769230769
DB00977,DB07702,0.5660377358490566
DB00977,DB04573,0.5660377358490566
DB00977,DB15690,0.5454545454545454
DB00977,DB12235,0.5283018867924528
DB00977,DB09371,0.5087719298245614
DB00977,DB00717,0.5
DB00978,DB01044,0.6212121212121212
DB00978,DB04576,0.5737704918032787
DB00978,DB01059,0.5396825396825397
DB00978,DB00467,0.5230769230769231
DB00978,DB01405,0.5217391304347826
DB00978,DB00487,0.47692307692307695
DB00978,DB00365,0.4647887323943662
DB00978,DB01137,0.43661971830985913
DB00978,DB03034,0.43661971830985913
DB00978,DB14025,0.43661971830985913
DB00979,DB01075,0.4318181818181818
DB00979,DB11504,0.41509433962264153
DB00979,DB01237,0.38
DB00979,DB00285,0.37735849056603776
DB00979,DB06700,0.37254901960784315
DB00979,DB01173,0.37254901960784315
DB00979,DB11186,0.3620689655172414
DB00979,DB09085,0.3392857142857143
DB00979,DB06512,0.3220338983050847
DB00979,DB09023,0.3148148148148148
DB00980,DB09071,0.49122807017543857
DB00980,DB19090,0.25
DB00980,DB00496,0.24675324675324675
DB00980,DB07928,0.23809523809523808
DB00980,DB07084,0.23809523809523808
DB00980,DB06480,0.2375
DB00980,DB09039,0.23076923076923078
DB00980,DB07487,0.23076923076923078
DB00980,DB08081,0.23076923076923078
DB00980,DB13123,0.23076923076923078
DB00981,DB04892,0.7547169811320755
DB00981,DB06525,0.4925373134328358
DB00981,DB07846,0.43661971830985913
DB00981,DB00514,0.3230769230769231
DB00981,DB19054,0.2857142857142857
DB00981,DB00854,0.2727272727272727
DB00981,DB11806,0.2608695652173913
DB00981,DB13810,0.25757575757575757
DB00981,DB04942,0.25396825396825395
DB00981,DB14923,0.25252525252525254
DB00982,DB00523,1.0
DB00982,DB00755,1.0
DB00982,DB00162,0.6956521739130435
DB00982,DB06543,0.4339622641509434
DB00982,DB00459,0.42857142857142855
DB00982,DB02253,0.42105263157894735
DB00982,DB05785,0.37735849056603776
DB00982,DB11806,0.3225806451612903
DB00982,DB00926,0.3125
DB00982,DB15462,0.24691358024691357
DB00983,DB01274,1.0
DB00983,DB15784,0.5076923076923077
DB00983,DB01288,0.4727272727272727
DB00983,DB06814,0.4603174603174603
DB00983,DB00598,0.4090909090909091
DB00983,DB01064,0.4074074074074074
DB00983,DB11541,0.40350877192982454
DB00983,DB00668,0.34545454545454546
DB00983,DB01472,0.33962264150943394
DB00983,DB01102,0.328125
DB00984,DB08308,0.7833333333333333
DB00984,DB08804,0.71875
DB00984,DB13169,0.5573770491803278
DB00984,DB08619,0.5070422535211268
DB00984,DB13943,0.4666666666666667
DB00984,DB13944,0.4666666666666667
DB00984,DB13946,0.4666666666666667
DB00984,DB01420,0.4647887323943662
DB00984,DB13956,0.4342105263157895
DB00984,DB14583,0.43243243243243246
DB00985,DB01075,0.5
DB00985,DB01237,0.44642857142857145
DB00985,DB01173,0.41379310344827586
DB00985,DB00748,0.3968253968253968
DB00985,DB14132,0.3275862068965517
DB00985,DB08530,0.3055555555555556
DB00985,DB00979,0.29411764705882354
DB00985,DB01620,0.2903225806451613
DB00985,DB01114,0.2878787878787879
DB00985,DB09555,0.273972602739726
DB00986,DB19325,0.6851851851851852
DB00986,DB04843,0.6382978723404256
DB00986,DB00219,0.48214285714285715
DB00986,DB01062,0.46551724137931033
DB00986,DB00771,0.4444444444444444
DB00986,DB00209,0.4444444444444444
DB00986,DB00383,0.4426229508196721
DB00986,DB06787,0.41818181818181815
DB00986,DB12278,0.3559322033898305
DB00986,DB00505,0.3392857142857143
DB00987,DB02097,1.0
DB00987,DB03765,0.6938775510204082
DB00987,DB01961,0.6938775510204082
DB00987,DB03403,0.6875
DB00987,DB02456,0.6875
DB00987,DB00928,0.6444444444444445
DB00987,DB04555,0.6346153846153846
DB00987,DB04385,0.6222222222222222
DB00987,DB02594,0.6170212765957447
DB00987,DB03068,0.6136363636363636
DB00988,DB07346,0.6206896551724138
DB00988,DB08841,0.56
DB00988,DB07345,0.5294117647058824
DB00988,DB01702,0.4827586206896552
DB00988,DB00179,0.4827586206896552
DB00988,DB01235,0.45454545454545453
DB00988,DB12313,0.4444444444444444
DB00988,DB08782,0.43333333333333335
DB00988,DB00968,0.42857142857142855
DB00988,DB07979,0.42424242424242425
DB00989,DB04556,0.4634146341463415
DB00989,DB00944,0.44
DB00989,DB01400,0.40425531914893614
DB00989,DB16213,0.38333333333333336
DB00989,DB00573,0.3829787234042553
DB00989,DB01408,0.3333333333333333
DB00989,DB00545,0.32653061224489793
DB00989,DB11587,0.32608695652173914
DB00989,DB06204,0.3076923076923077
DB00989,DB01227,0.2982456140350877
DB00990,DB07373,0.625
DB00990,DB01536,0.4423076923076923
DB00990,DB01708,0.41818181818181815
DB00990,DB00894,0.41379310344827586
DB00990,DB01561,0.4074074074074074
DB00990,DB07375,0.4074074074074074
DB00990,DB01541,0.39655172413793105
DB00990,DB08905,0.3888888888888889
DB00990,DB04693,0.3888888888888889
DB00990,DB02854,0.3684210526315789
DB00991,DB02024,0.4166666666666667
DB00991,DB08702,0.39473684210526316
DB00991,DB08981,0.36585365853658536
DB00991,DB06819,0.358974358974359
DB00991,DB04051,0.35
DB00991,DB07371,0.3488372093023256
DB00991,DB07653,0.3333333333333333
DB00991,DB07498,0.3333333333333333
DB00991,DB02758,0.32608695652173914
DB00991,DB13596,0.32608695652173914
DB00992,DB00855,0.5
DB00992,DB01631,0.42857142857142855
DB00992,DB00145,0.30434782608695654
DB00992,DB03636,0.30434782608695654
DB00992,DB00202,0.3
DB00992,DB04773,0.29411764705882354
DB00992,DB04560,0.28
DB00992,DB08908,0.2692307692307692
DB00992,DB03107,0.2692307692307692
DB00992,DB01762,0.2692307692307692
DB00993,DB02113,0.3617021276595745
DB00993,DB02168,0.3617021276595745
DB00993,DB00173,0.3333333333333333
DB00993,DB00277,0.25925925925925924
DB00993,DB15407,0.2375
DB00993,DB01223,0.23728813559322035
DB00993,DB00824,0.23333333333333334
DB00993,DB00916,0.22033898305084745
DB00993,DB14944,0.21649484536082475
DB00993,DB01033,0.21568627450980393
DB00995,DB09372,0.27692307692307694
DB00995,DB01670,0.25
DB00995,DB06490,0.2328767123287671
DB00995,DB03478,0.21686746987951808
DB00995,DB03951,0.21311475409836064
DB00995,DB03128,0.20833333333333334
DB00995,DB02549,0.2077922077922078
DB00995,DB01837,0.2
DB00995,DB07374,0.2
DB00995,DB02778,0.19607843137254902
DB00996,DB12032,0.5333333333333333
DB00996,DB08872,0.40476190476190477
DB00996,DB04620,0.35714285714285715
DB00996,DB00145,0.3333333333333333
DB00996,DB03107,0.2962962962962963
DB00996,DB11825,0.29545454545454547
DB00996,DB04577,0.29411764705882354
DB00996,DB02085,0.2857142857142857
DB00996,DB03766,0.28
DB00996,DB01031,0.2777777777777778
DB00997,DB00445,1.0
DB00997,DB00694,0.8533333333333334
DB00997,DB17149,0.7951807228915663
DB00997,DB05706,0.7948717948717948
DB00997,DB12410,0.7721518987341772
DB00997,DB01177,0.7012987012987013
DB00997,DB06013,0.6836734693877551
DB00997,DB06420,0.6219512195121951
DB00997,DB00385,0.6161616161616161
DB00997,DB03199,0.5483870967741935
DB00998,DB13978,0.35
DB00998,DB03073,0.2641509433962264
DB00998,DB03372,0.26153846153846155
DB00998,DB02705,0.2602739726027397
DB00998,DB06477,0.25806451612903225
DB00998,DB13877,0.25
DB00998,DB13036,0.24675324675324675
DB00998,DB07700,0.24675324675324675
DB00998,DB05234,0.2465753424657534
DB00998,DB12341,0.24358974358974358
DB00999,DB00774,0.6511627906976745
DB00999,DB01021,0.5319148936170213
DB00999,DB08645,0.5319148936170213
DB00999,DB00880,0.5111111111111111
DB00999,DB00606,0.4727272727272727
DB00999,DB00232,0.4423076923076923
DB00999,DB01324,0.3770491803278688
DB00999,DB00562,0.36666666666666664
DB00999,DB01325,0.36538461538461536
DB00999,DB00524,0.3333333333333333
DB01000,DB01053,0.5636363636363636
DB01000,DB00415,0.543859649122807
DB01000,DB00578,0.5172413793103449
DB01000,DB00417,0.5084745762711864
DB01000,DB01603,0.5084745762711864
DB01000,DB01607,0.4838709677419355
DB01000,DB01163,0.47368421052631576
DB01000,DB01061,0.47058823529411764
DB01000,DB08795,0.46875
DB01000,DB09319,0.4583333333333333
DB01001,DB13139,1.0
DB01001,DB00871,0.5526315789473685
DB01001,DB12763,0.525
DB01001,DB01291,0.5227272727272727
DB01001,DB00668,0.475
DB01001,DB01407,0.46511627906976744
DB01001,DB01064,0.4523809523809524
DB01001,DB00901,0.45098039215686275
DB01001,DB00938,0.44642857142857145
DB01001,DB09082,0.423728813559322
DB01002,DB00297,1.0
DB01002,DB00296,0.8604651162790697
DB01002,DB00961,0.6888888888888889
DB01002,DB13766,0.375
DB01002,DB00281,0.37254901960784315
DB01002,DB01056,0.34
DB01002,DB07083,0.3181818181818182
DB01002,DB00243,0.30434782608695654
DB01002,DB04873,0.3013698630136986
DB01002,DB06878,0.3
DB01003,DB09013,0.4067796610169492
DB01003,DB00423,0.4
DB01003,DB07543,0.3389830508474576
DB01003,DB00571,0.32727272727272727
DB01003,DB00874,0.32653061224489793
DB01003,DB12058,0.31746031746031744
DB01003,DB01182,0.31746031746031744
DB01003,DB13530,0.31666666666666665
DB01003,DB07407,0.3076923076923077
DB01003,DB00960,0.3050847457627119
DB01005,DB03904,0.45454545454545453
DB01005,DB00551,0.42857142857142855
DB01005,DB04261,0.4166666666666667
DB01005,DB02736,0.38461538461538464
DB01005,DB03940,0.35714285714285715
DB01005,DB02649,0.35294117647058826
DB01005,DB04380,0.35
DB01005,DB04048,0.3333333333333333
DB01005,DB03636,0.3333333333333333
DB01005,DB02697,0.3333333333333333
DB01006,DB13767,0.42
DB01006,DB16832,0.3
DB01006,DB13083,0.3
DB01006,DB11633,0.28169014084507044
DB01006,DB04794,0.2608695652173913
DB01006,DB01217,0.26
DB01006,DB11837,0.2545454545454545
DB01006,DB06953,0.25
DB01006,DB04601,0.23728813559322035
DB01006,DB07511,0.23529411764705882
DB01007,DB01110,0.7647058823529411
DB01007,DB08943,0.7037037037037037
DB01007,DB07705,0.6981132075471698
DB01007,DB01127,0.6981132075471698
DB01007,DB01153,0.6721311475409836
DB01007,DB06820,0.47540983606557374
DB01007,DB00239,0.3880597014925373
DB01007,DB00639,0.3382352941176471
DB01007,DB02617,0.32857142857142857
DB01007,DB04581,0.2857142857142857
DB01009,DB09214,1.0
DB01009,DB00573,0.5833333333333334
DB01009,DB02047,0.5
DB01009,DB01878,0.5
DB01009,DB01600,0.48717948717948717
DB01009,DB05289,0.475
DB01009,DB00712,0.475
DB01009,DB16159,0.475
DB01009,DB00870,0.4634146341463415
DB01009,DB00788,0.425
DB01010,DB11085,0.44
DB01010,DB01776,0.41379310344827586
DB01010,DB04556,0.37142857142857144
DB01010,DB00388,0.34210526315789475
DB01010,DB06204,0.3333333333333333
DB01010,DB04052,0.3333333333333333
DB01010,DB00610,0.32432432432432434
DB01010,DB01400,0.3170731707317073
DB01010,DB03359,0.3076923076923077
DB01010,DB06738,0.30434782608695654
DB01011,DB00627,0.5151515151515151
DB01011,DB02701,0.5
DB01011,DB14529,0.4857142857142857
DB01011,DB08949,0.4473684210526316
DB01011,DB06397,0.4
DB01011,DB01207,0.35714285714285715
DB01011,DB01996,0.35294117647058826
DB01011,DB09220,0.3469387755102041
DB01011,DB07619,0.3275862068965517
DB01011,DB04832,0.32653061224489793
DB01012,DB00574,0.4423076923076923
DB01012,DB01191,0.4423076923076923
DB01012,DB07262,0.3389830508474576
DB01012,DB04108,0.3088235294117647
DB01012,DB06393,0.30434782608695654
DB01012,DB08129,0.2909090909090909
DB01012,DB00571,0.2786885245901639
DB01012,DB02360,0.2786885245901639
DB01012,DB03217,0.2777777777777778
DB01012,DB08980,0.2641509433962264
DB01013,DB11750,0.7205882352941176
DB01013,DB00394,0.6891891891891891
DB01013,DB01234,0.6338028169014085
DB01013,DB00443,0.6338028169014085
DB01013,DB14649,0.6133333333333333
DB01013,DB14512,0.6049382716049383
DB01013,DB14669,0.5974025974025974
DB01013,DB19168,0.5925925925925926
DB01013,DB00620,0.5833333333333334
DB01013,DB00588,0.575
DB01014,DB01250,0.5897435897435898
DB01014,DB00795,0.423728813559322
DB01014,DB08181,0.37735849056603776
DB01014,DB08216,0.35714285714285715
DB01014,DB00244,0.35555555555555557
DB01014,DB06862,0.35185185185185186
DB01014,DB18405,0.3508771929824561
DB01014,DB03124,0.34328358208955223
DB01014,DB06251,0.34177215189873417
DB01014,DB07880,0.34
DB01015,DB00263,0.5853658536585366
DB01015,DB01582,0.55
DB01015,DB00891,0.5121951219512195
DB01015,DB08798,0.5116279069767442
DB01015,DB00576,0.4883720930232558
DB01015,DB01581,0.4772727272727273
DB01015,DB00359,0.475
DB01015,DB01298,0.4583333333333333
DB01015,DB06821,0.4444444444444444
DB01015,DB00664,0.43478260869565216
DB01016,DB01067,0.5857142857142857
DB01016,DB01251,0.4878048780487805
DB01016,DB00414,0.46875
DB01016,DB00222,0.4268292682926829
DB01016,DB01289,0.4230769230769231
DB01016,DB13025,0.3888888888888889
DB01016,DB00391,0.38461538461538464
DB01016,DB00672,0.38461538461538464
DB01016,DB04213,0.36764705882352944
DB01016,DB13511,0.35
DB01017,DB12455,0.6493506493506493
DB01017,DB00560,0.6329113924050633
DB01017,DB00618,0.5972222222222222
DB01017,DB09093,0.5972222222222222
DB01017,DB00759,0.5915492957746479
DB01017,DB12329,0.5476190476190477
DB01017,DB13092,0.47435897435897434
DB01017,DB11647,0.4722222222222222
DB01017,DB00595,0.4675324675324675
DB01017,DB00453,0.4634146341463415
DB01018,DB07089,0.4482758620689655
DB01018,DB06930,0.4186046511627907
DB01018,DB01121,0.39473684210526316
DB01018,DB00586,0.3333333333333333
DB01018,DB00914,0.32558139534883723
DB01018,DB00594,0.3181818181818182
DB01018,DB07262,0.3
DB01018,DB08757,0.2978723404255319
DB01018,DB04336,0.29545454545454547
DB01018,DB02459,0.2926829268292683
DB01019,DB06709,0.6538461538461539
DB01019,DB00411,0.4
DB01019,DB02648,0.36666666666666664
DB01019,DB00583,0.3548387096774194
DB01019,DB03832,0.30952380952380953
DB01019,DB06797,0.3055555555555556
DB01019,DB00371,0.2857142857142857
DB01019,DB04455,0.2857142857142857
DB01019,DB00202,0.28125
DB01019,DB03128,0.28125
DB01020,DB00883,0.7777777777777778
DB01020,DB09401,0.48148148148148145
DB01020,DB03389,0.2727272727272727
DB01020,DB04286,0.2727272727272727
DB01020,DB03246,0.2727272727272727
DB01020,DB03911,0.2727272727272727
DB01020,DB04792,0.26666666666666666
DB01020,DB00686,0.2653061224489796
DB01020,DB02227,0.2631578947368421
DB01020,DB03936,0.2558139534883721
DB01021,DB08645,1.0
DB01021,DB00606,0.5454545454545454
DB01021,DB00999,0.5319148936170213
DB01021,DB00232,0.49056603773584906
DB01021,DB00880,0.46938775510204084
DB01021,DB01324,0.41935483870967744
DB01021,DB00436,0.39344262295081966
DB01021,DB01325,0.3888888888888889
DB01021,DB00562,0.34375
DB01021,DB00774,0.3392857142857143
DB01022,DB12148,0.6122448979591837
DB01022,DB07714,0.41509433962264153
DB01022,DB08690,0.4
DB01022,DB09270,0.39285714285714285
DB01022,DB07669,0.3488372093023256
DB01022,DB08689,0.34615384615384615
DB01022,DB07895,0.2830188679245283
DB01022,DB03232,0.2807017543859649
DB01022,DB06739,0.2786885245901639
DB01022,DB02133,0.26851851851851855
DB01023,DB04920,0.78
DB01023,DB00381,0.6140350877192983
DB01023,DB09237,0.6140350877192983
DB01023,DB01054,0.5357142857142857
DB01023,DB09229,0.5
DB01023,DB01115,0.5
DB01023,DB00401,0.4915254237288136
DB01023,DB09236,0.4745762711864407
DB01023,DB00270,0.4666666666666667
DB01023,DB04331,0.38333333333333336
DB01024,DB00688,0.65625
DB01024,DB08690,0.3064516129032258
DB01024,DB09270,0.30158730158730157
DB01024,DB04461,0.2631578947368421
DB01024,DB08689,0.2542372881355932
DB01024,DB14001,0.25316455696202533
DB01024,DB07371,0.2413793103448276
DB01024,DB12672,0.24
DB01024,DB12148,0.23880597014925373
DB01024,DB12326,0.22535211267605634
DB01025,DB07040,0.5660377358490566
DB01025,DB04812,0.31746031746031744
DB01025,DB00682,0.2698412698412698
DB01025,DB01003,0.265625
DB01025,DB00946,0.26229508196721313
DB01025,DB02114,0.2608695652173913
DB01025,DB16404,0.2549019607843137
DB01025,DB00779,0.25396825396825395
DB01025,DB01418,0.2535211267605634
DB01025,DB00233,0.25
DB01026,DB05667,1.0
DB01026,DB00251,0.6071428571428571
DB01026,DB01167,0.5531914893617021
DB01026,DB06914,0.32098765432098764
DB01026,DB01263,0.30701754385964913
DB01026,DB03052,0.3037974683544304
DB01026,DB06295,0.30275229357798167
DB01026,DB07705,0.29411764705882354
DB01026,DB01127,0.29411764705882354
DB01026,DB01836,0.29347826086956524
DB01028,DB00228,0.34782608695652173
DB01028,DB01159,0.3
DB01028,DB00753,0.2916666666666667
DB01028,DB01189,0.20833333333333334
DB01028,DB01236,0.2
DB01028,DB00677,0.15384615384615385
DB01028,DB07836,0.15217391304347827
DB01028,DB03226,0.14285714285714285
DB01028,DB07821,0.13793103448275862
DB01028,DB07870,0.13725490196078433
DB01029,DB00678,0.5138888888888888
DB01029,DB01349,0.4931506849315068
DB01029,DB12548,0.43010752688172044
DB01029,DB00177,0.4230769230769231
DB01029,DB01342,0.41025641025641024
DB01029,DB09279,0.3333333333333333
DB01029,DB00275,0.29545454545454547
DB01029,DB00885,0.28378378378378377
DB01029,DB13919,0.26666666666666666
DB01029,DB00796,0.24299065420560748
DB01030,DB12385,0.6857142857142857
DB01030,DB12515,0.6805555555555556
DB01030,DB05482,0.6575342465753424
DB01030,DB04690,0.6571428571428571
DB01030,DB06159,0.6447368421052632
DB01030,DB12384,0.5897435897435898
DB01030,DB05806,0.5769230769230769
DB01030,DB17385,0.5757575757575758
DB01030,DB12459,0.5609756097560976
DB01030,DB12222,0.5421686746987951
DB01031,DB04620,0.2903225806451613
DB01031,DB00996,0.2777777777777778
DB01031,DB02085,0.22580645161290322
DB01031,DB04217,0.21212121212121213
DB01031,DB00804,0.20408163265306123
DB01031,DB00226,0.2
DB01031,DB09006,0.2
DB01031,DB03904,0.2
DB01031,DB08872,0.19607843137254902
DB01031,DB04261,0.19230769230769232
DB01032,DB07114,0.39473684210526316
DB01032,DB08029,0.375
DB01032,DB04242,0.36363636363636365
DB01032,DB02795,0.3611111111111111
DB01032,DB03975,0.35294117647058826
DB01032,DB03728,0.35294117647058826
DB01032,DB02362,0.35294117647058826
DB01032,DB03793,0.34375
DB01032,DB08271,0.34
DB01032,DB03140,0.3333333333333333
DB01033,DB04076,0.5384615384615384
DB01033,DB02134,0.3870967741935484
DB01033,DB02377,0.35294117647058826
DB01033,DB00277,0.3142857142857143
DB01033,DB02168,0.3125
DB01033,DB02113,0.3125
DB01033,DB00173,0.3125
DB01033,DB01952,0.3055555555555556
DB01033,DB00824,0.3
DB01033,DB08780,0.28205128205128205
DB01034,DB03756,0.358974358974359
DB01034,DB00159,0.30952380952380953
DB01034,DB04557,0.3023255813953488
DB01034,DB00132,0.29545454545454547
DB01034,DB14104,0.29545454545454547
DB01034,DB00154,0.29545454545454547
DB01034,DB01699,0.2894736842105263
DB01034,DB03784,0.2857142857142857
DB01034,DB02720,0.27906976744186046
DB01034,DB17022,0.2765957446808511
DB01035,DB17602,0.6666666666666666
DB01035,DB06421,0.6585365853658537
DB01035,DB00721,0.55
DB01035,DB00345,0.5135135135135135
DB01035,DB01233,0.46938775510204084
DB01035,DB09018,0.46938775510204084
DB01035,DB13025,0.43137254901960786
DB01035,DB01086,0.41025641025641024
DB01035,DB08082,0.4
DB01035,DB01161,0.3877551020408163
DB01036,DB06702,0.4642857142857143
DB01036,DB04120,0.3333333333333333
DB01036,DB01620,0.32
DB01036,DB04533,0.30952380952380953
DB01036,DB08980,0.30434782608695654
DB01036,DB04784,0.3
DB01036,DB11587,0.2978723404255319
DB01036,DB13505,0.2978723404255319
DB01036,DB06083,0.2916666666666667
DB01036,DB11278,0.28888888888888886
DB01037,DB00865,0.625
DB01037,DB04677,0.5555555555555556
DB01037,DB01626,0.5294117647058824
DB01037,DB01576,0.42424242424242425
DB01037,DB00182,0.42424242424242425
DB01037,DB01577,0.4
DB01037,DB07673,0.3888888888888889
DB01037,DB04825,0.3333333333333333
DB01037,DB02803,0.3333333333333333
DB01037,DB02211,0.3333333333333333
DB01038,DB01063,0.8076923076923077
DB01038,DB00850,0.6666666666666666
DB01038,DB06808,0.639344262295082
DB01038,DB00623,0.631578947368421
DB01038,DB12710,0.5686274509803921
DB01038,DB00433,0.5614035087719298
DB01038,DB00777,0.559322033898305
DB01038,DB00372,0.55
DB01038,DB00831,0.5333333333333333
DB01038,DB01614,0.5254237288135594
DB01039,DB13873,0.6666666666666666
DB01039,DB00636,0.5476190476190477
DB01039,DB01393,0.4339622641509434
DB01039,DB08077,0.36538461538461536
DB01039,DB03728,0.3333333333333333
DB01039,DB09064,0.3333333333333333
DB01039,DB01156,0.3137254901960784
DB01039,DB03781,0.2962962962962963
DB01039,DB08760,0.29411764705882354
DB01039,DB04828,0.2909090909090909
DB01041,DB08910,0.7368421052631579
DB01041,DB00480,0.5454545454545454
DB01041,DB14857,0.40384615384615385
DB01041,DB12101,0.38095238095238093
DB01041,DB16862,0.2894736842105263
DB01041,DB02095,0.2894736842105263
DB01041,DB01437,0.2826086956521739
DB01041,DB07055,0.2708333333333333
DB01041,DB03487,0.2702702702702703
DB01041,DB00498,0.2631578947368421
DB01043,DB00915,0.45454545454545453
DB01043,DB04926,0.28
DB01043,DB12449,0.1935483870967742
DB01043,DB08227,0.1891891891891892
DB01043,DB13146,0.1875
DB01043,DB04501,0.1724137931034483
DB01043,DB02817,0.16666666666666666
DB01043,DB12032,0.16216216216216217
DB01043,DB03852,0.15625
DB01043,DB04346,0.15151515151515152
DB01044,DB00218,0.7058823529411765
DB01044,DB00978,0.6212121212121212
DB01044,DB14025,0.5507246376811594
DB01044,DB00365,0.5352112676056338
DB01044,DB06771,0.5277777777777778
DB01044,DB00537,0.5
DB01044,DB09047,0.4936708860759494
DB01044,DB01405,0.4864864864864865
DB01044,DB06600,0.4864864864864865
DB01044,DB01208,0.4788732394366197
DB01045,DB11753,0.696969696969697
DB01045,DB01220,0.6454545454545455
DB01045,DB16312,0.6231884057971014
DB01045,DB04934,0.5590551181102362
DB01045,DB00615,0.5583333333333333
DB01045,DB04220,0.49612403100775193
DB01045,DB02424,0.25
DB01045,DB13023,0.2421875
DB01045,DB12442,0.22627737226277372
DB01045,DB06733,0.2074074074074074
DB01046,DB05514,0.7796610169491526
DB01046,DB00770,0.4057971014492754
DB01046,DB00929,0.34210526315789475
DB01046,DB03500,0.3076923076923077
DB01046,DB03796,0.3076923076923077
DB01046,DB02938,0.3076923076923077
DB01046,DB04519,0.3076923076923077
DB01046,DB16857,0.3076923076923077
DB01046,DB02448,0.3076923076923077
DB01046,DB03193,0.3076923076923077
DB01047,DB00591,0.8088235294117647
DB01047,DB00288,0.6582278481012658
DB01047,DB06781,0.5975609756097561
DB01047,DB00663,0.5526315789473685
DB01047,DB00223,0.5526315789473685
DB01047,DB00596,0.5454545454545454
DB01047,DB00180,0.5185185185185185
DB01047,DB13867,0.5125
DB01047,DB14649,0.5
DB01047,DB00588,0.4883720930232558
DB01050,DB09213,1.0
DB01050,DB08955,0.65625
DB01050,DB12614,0.5833333333333334
DB01050,DB02047,0.5483870967741935
DB01050,DB09212,0.4878048780487805
DB01050,DB07673,0.46875
DB01050,DB00870,0.46153846153846156
DB01050,DB12150,0.43902439024390244
DB01050,DB00788,0.42105263157894735
DB01050,DB03752,0.4146341463414634
DB01051,DB03966,0.7291666666666666
DB01051,DB13912,0.55
DB01051,DB05129,0.25833333333333336
DB01051,DB12052,0.2564102564102564
DB01051,DB12672,0.25
DB01051,DB07500,0.24489795918367346
DB01051,DB07074,0.24271844660194175
DB01051,DB01791,0.24
DB01051,DB07394,0.22321428571428573
DB01051,DB07212,0.2222222222222222
DB01053,DB00417,0.7115384615384616
DB01053,DB09320,0.6515151515151515
DB01053,DB00578,0.6296296296296297
DB01053,DB00415,0.6296296296296297
DB01053,DB08559,0.6111111111111112
DB01053,DB01603,0.5892857142857143
DB01053,DB08795,0.5666666666666667
DB01053,DB01000,0.5636363636363636
DB01053,DB00607,0.5555555555555556
DB01053,DB00713,0.5483870967741935
DB01054,DB00393,0.6964285714285714
DB01054,DB00622,0.6885245901639344
DB01054,DB14068,0.6363636363636364
DB01054,DB09239,0.6363636363636364
DB01054,DB09238,0.6363636363636364
DB01054,DB06712,0.6333333333333333
DB01054,DB09232,0.6290322580645161
DB01054,DB09227,0.5970149253731343
DB01054,DB09231,0.5797101449275363
DB01054,DB00528,0.5797101449275363
DB01055,DB02966,0.4222222222222222
DB01055,DB04000,0.391304347826087
DB01055,DB02818,0.391304347826087
DB01055,DB01235,0.38095238095238093
DB01055,DB00135,0.375
DB01055,DB02999,0.36363636363636365
DB01055,DB02556,0.358974358974359
DB01055,DB00120,0.358974358974359
DB01055,DB01758,0.35555555555555557
DB01055,DB04436,0.35555555555555557
DB01056,DB00281,0.4473684210526316
DB01056,DB00961,0.38636363636363635
DB01056,DB00750,0.37209302325581395
DB01056,DB00296,0.3541666666666667
DB01056,DB00379,0.35135135135135137
DB01056,DB07129,0.35135135135135137
DB01056,DB08038,0.34782608695652173
DB01056,DB00297,0.34
DB01056,DB01002,0.34
DB01056,DB13766,0.32727272727272727
DB01057,DB03945,0.375
DB01057,DB03347,0.37037037037037035
DB01057,DB03822,0.3448275862068966
DB01057,DB04250,0.34285714285714286
DB01057,DB09031,0.3333333333333333
DB01057,DB08658,0.29411764705882354
DB01057,DB04660,0.27906976744186046
DB01057,DB03633,0.2653061224489796
DB01057,DB00202,0.2647058823529412
DB01057,DB03128,0.2647058823529412
DB01058,DB01591,0.3333333333333333
DB01058,DB07155,0.32786885245901637
DB01058,DB06148,0.3103448275862069
DB01058,DB00377,0.2878787878787879
DB01058,DB00370,0.2857142857142857
DB01058,DB12463,0.2857142857142857
DB01058,DB06678,0.2857142857142857
DB01058,DB07597,0.2830188679245283
DB01058,DB08654,0.2830188679245283
DB01058,DB07192,0.27941176470588236
DB01059,DB00487,0.7843137254901961
DB01059,DB00537,0.6727272727272727
DB01059,DB00467,0.6491228070175439
DB01059,DB00978,0.5396825396825397
DB01059,DB01405,0.5151515151515151
DB01059,DB00817,0.45
DB01059,DB04576,0.4444444444444444
