query_drug,similar_drug,similarity
DB00169,DB04891,0.5384615384615384
DB00169,DB06410,0.5285714285714286
DB00169,DB05295,0.5256410256410257
DB00169,DB02300,0.5138888888888888
DB00169,DB03451,0.48717948717948717
DB00170,DB17048,0.5483870967741935
DB00170,DB07669,0.5416666666666666
DB00170,DB16447,0.36666666666666664
DB00170,DB11948,0.3333333333333333
DB00170,DB12155,0.32432432432432434
DB00170,DB02095,0.3225806451612903
DB00170,DB16862,0.3225806451612903
DB00170,DB07714,0.3170731707317073
DB00170,DB00498,0.2903225806451613
DB00170,DB01782,0.2894736842105263
DB00171,DB02738,1.0
DB00171,DB16833,0.9807692307692307
DB00171,DB01717,0.9423076923076923
DB00171,DB01690,0.9423076923076923
DB00171,DB02930,0.875
DB00171,DB02059,0.875
DB00171,DB03755,0.8620689655172413
DB00171,DB02355,0.8448275862068966
DB00171,DB04366,0.8421052631578947
DB00171,DB00131,0.8333333333333334
DB00172,DB02846,0.4444444444444444
DB00172,DB07482,0.42857142857142855
DB00172,DB08849,0.42857142857142855
DB00172,DB03833,0.38461538461538464
DB00172,DB03088,0.3793103448275862
DB00172,DB03215,0.3548387096774194
DB00172,DB03253,0.32142857142857145
DB00172,DB02129,0.3125
DB00172,DB03051,0.3103448275862069
DB00172,DB07850,0.28205128205128205
DB00173,DB02113,0.5714285714285714
DB00173,DB02168,0.5714285714285714
DB00173,DB03506,0.45161290322580644
DB00173,DB00993,0.3333333333333333
DB00173,DB02377,0.3333333333333333
DB00173,DB04076,0.3125
DB00173,DB01033,0.3125
DB00173,DB03663,0.30434782608695654
DB00173,DB00277,0.2972972972972973
DB00173,DB01223,0.2926829268292683
DB00174,DB02655,0.65
DB00174,DB00128,0.65
DB00174,DB03847,0.5714285714285714
DB00174,DB00130,0.5652173913043478
DB00174,DB02174,0.5652173913043478
DB00174,DB03929,0.5238095238095238
DB00174,DB00133,0.5238095238095238
DB00174,DB00149,0.5217391304347826
DB00174,DB02987,0.52
DB00174,DB02345,0.5
DB00175,DB03785,0.8548387096774194
DB00175,DB00227,0.5466666666666666
DB00175,DB06693,0.4810126582278481
DB00175,DB03932,0.41836734693877553
DB00175,DB00641,0.3855421686746988
DB00175,DB08224,0.2839506172839506
DB00175,DB00654,0.2696629213483146
DB00175,DB00374,0.26666666666666666
DB00175,DB11660,0.24742268041237114
DB00175,DB01076,0.23655913978494625
DB00176,DB01207,0.3384615384615385
DB00176,DB02991,0.2962962962962963
DB00176,DB06731,0.2807017543859649
DB00176,DB02535,0.2459016393442623
DB00176,DB07805,0.24561403508771928
DB00176,DB15065,0.24390243902439024
DB00176,DB17074,0.23880597014925373
DB00176,DB06652,0.23809523809523808
DB00176,DB00868,0.23809523809523808
DB00176,DB08129,0.23636363636363636
DB00177,DB00678,0.44
DB00177,DB01029,0.4230769230769231
DB00177,DB01349,0.3670886075949367
DB00177,DB01342,0.345679012345679
DB00177,DB09279,0.29347826086956524
DB00177,DB13919,0.2840909090909091
DB00177,DB00275,0.2840909090909091
DB00177,DB17064,0.2702702702702703
DB00177,DB00796,0.2571428571428571
DB00177,DB00809,0.25675675675675674
DB00178,DB00519,0.9636363636363636
DB00178,DB00790,0.7586206896551724
DB00178,DB00584,0.6774193548387096
DB00178,DB11783,0.6153846153846154
DB00178,DB00881,0.6060606060606061
DB00178,DB01348,0.5714285714285714
DB00178,DB00691,0.5555555555555556
DB00178,DB09477,0.5384615384615384
DB00178,DB01340,0.4861111111111111
DB00178,DB13312,0.4788732394366197
DB00179,DB01235,0.53125
DB00179,DB12226,0.4838709677419355
DB00179,DB06707,0.4838709677419355
DB00179,DB00988,0.4827586206896552
DB00179,DB01702,0.4666666666666667
DB00179,DB00841,0.4358974358974359
DB00179,DB00968,0.4166666666666667
DB00179,DB07979,0.4117647058823529
DB00179,DB04120,0.4074074074074074
DB00179,DB00221,0.39473684210526316
DB00180,DB01260,0.7205882352941176
DB00180,DB00846,0.7
DB00180,DB01384,0.6617647058823529
DB00180,DB00591,0.6388888888888888
DB00180,DB01222,0.525
DB00180,DB01047,0.5185185185185185
DB00180,DB00959,0.5135135135135135
DB00180,DB00860,0.42857142857142855
DB00180,DB01410,0.41304347826086957
DB00180,DB00896,0.4050632911392405
DB00181,DB12098,1.0
DB00181,DB08891,1.0
DB00181,DB07860,0.48484848484848486
DB00181,DB08892,0.46808510638297873
DB00181,DB03728,0.375
DB00181,DB07857,0.36363636363636365
DB00181,DB07858,0.36363636363636365
DB00181,DB00230,0.3611111111111111
DB00181,DB00949,0.3333333333333333
DB00181,DB06282,0.3269230769230769
DB00182,DB01576,1.0
DB00182,DB09352,0.6
DB00182,DB01472,0.5555555555555556
DB00182,DB01577,0.5384615384615384
DB00182,DB07411,0.5185185185185185
DB00182,DB02556,0.5185185185185185
DB00182,DB07673,0.5185185185185185
DB00182,DB00120,0.5185185185185185
DB00182,DB02464,0.5
DB00182,DB04029,0.5
DB00183,DB00403,0.5299145299145299
DB00183,DB18252,0.45454545454545453
DB00183,DB16013,0.4444444444444444
DB00183,DB04318,0.43
DB00183,DB05475,0.4166666666666667
DB00183,DB11724,0.40441176470588236
DB00183,DB05479,0.3958333333333333
DB00183,DB06982,0.39325842696629215
DB00183,DB07951,0.3902439024390244
DB00183,DB04758,0.39
DB00184,DB01996,0.34285714285714286
DB00184,DB07619,0.3
DB00184,DB01579,0.29545454545454547
DB00184,DB05444,0.2909090909090909
DB00184,DB06044,0.28846153846153844
DB00184,DB01951,0.2878787878787879
DB00184,DB16995,0.27586206896551724
DB00184,DB00627,0.275
DB00184,DB00961,0.27450980392156865
DB00184,DB00830,0.2727272727272727
DB00185,DB12145,0.3404255319148936
DB00185,DB03852,0.21621621621621623
DB00185,DB12125,0.2
DB00185,DB13262,0.18181818181818182
DB00185,DB00657,0.1794871794871795
DB00185,DB11807,0.1794871794871795
DB00185,DB01071,0.17307692307692307
DB00185,DB04501,0.16666666666666666
DB00185,DB01742,0.16279069767441862
DB00185,DB02924,0.15555555555555556
DB00186,DB00842,0.75
