0,1
c50119454,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CNS(=O)(=O)NC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)[C@@H](O)[C@H]1O
c50119572,CN(C)CCc1cccnc1
c50120063,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3cc(F)c(C(O)=O)c(F)c3)c(O)cc12
c50120064,CC1(C)CCC(C)(C)c2cc(ccc12)C(=O)Nc1cc(F)c(C(O)=O)c(F)c1
c50120209,C(N1CCCN(CC1)c1cccnc1)c1ccccc1
c50120210,C(CN1CCCN(CC1)c1cccnc1)Cc1ccccc1
c50120221,CCCn1c(=O)n(CCCCC(=O)c2ccc(cc2)S(F)(=O)=O)c2nc([nH]c2c1=O)C1CC2CCC1C2
c50120222,CCCn1c(=O)n(CCCCC(=O)c2ccc(cc2)S(F)(=O)=O)c2nc([nH]c2c1=O)C1CCCC1
c50120223,CCCn1c(=O)n(CCCCC(=O)c2ccc(cc2)S(F)(=O)=O)c2nc([nH]c2c1=O)C1CCCCC1
c50120421,Cc1ccc(c(C)c1)S(=O)(=O)c1cnc(SCC(=O)Nc2ccccc2C(F)(F)F)[nH]c1=O
c50121205,NCCc1c[nH]cn1
c50121347,c1nc(cs1)-c1nc2ccccc2[nH]1
c50121943,Oc1ccc(cc1)-c1ccc(cc1)C#N
c50121955,c1ccc(cc1)-c1ccncc1
c50121958,Oc1ccc(cc1)-c1ccc(O)cc1
c50122318,CCn1c(cc2c1nc(Nc1cc(C)n(C)n1)c1ncn(C)c21)C(=O)N(C1CC1)C1CC1
c50122338,CCO[C@@H](Cc1ccc(OCC=C(c2ccc(cc2)-c2ccccc2)c2ccc(cc2)-c2ccccc2)cc1)C(O)=O
c50122340,CCO[C@@H](Cc1ccc(OCC=C(c2ccccc2)c2ccccc2)cc1)C(O)=O
c50122348,C\C(\C=C\CC1(CC1)c1cc(cc(c1)C(C)(C)C)C(C)(C)C)=C/C(O)=O
c50122350,C\C(\C=C\CC1(CCCC1)c1ccc2c(c1)C(C)(C)CCC2(C)C)=C/C(O)=O
c50122351,C\C(\C=C\CC1(CC1)c1ccc2c(c1)C(C)(C)CCC2(C)C)=C/C(O)=O
c50122352,C\C(\C=C\CC1(CC1)c1cc2c(cc1C)C(C)(C)CCC2(C)C)=C/C(O)=O
c50123609,CC(C)CCC1=C(CCC\C1=C/C(/C)=C\C=C\C(\C)=C\C(O)=O)C(C)C
c50123610,CC(C)CCC1=C(CCC\C1=C/C(/C)=C\C=C\C(\C)=C\C(O)=O)c1ccccc1
c50123611,CC(C)C1=C(CCC\C1=C/C(/C)=C\C=C\C(\C)=C\C(O)=O)c1ccccc1
c50123612,CCC1=C(CCC(C)C)\C(CCC1)=C\C(\C)=C/C=C/C(/C)=C/C(O)=O
c50123614,CC(C)CCC1=C(CCC\C1=C/C(/C)=C\C=C\C(\C)=C\C(O)=O)C1CC1
c50123615,CC(C)C1=C(CCC\C1=C/C(/C)=C\C=C\C(\C)=C\C(O)=O)C1CC1
c50123616,C/C(/C=C/C=C(/C)\C=C1/CCCCc2ccccc12)=C\C(O)=O
c50124157,NS(=O)(=O)Nc1ccc(cc1)[N+]([O-])=O
c50124170,NS(=O)(=O)Nc1ccccc1
c50124171,COc1ccc(NS(N)(=O)=O)cc1
c50124303,CSCC[C@@H]1NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(O)=O)NC(=O)CSC[C@H](NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O)C(N)=O)C(C)C
c50124405,C[C@@H](O)[C@@H]1NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc2ccc(CC(O)=O)cc2)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)CSC[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O)C(N)=O
c50124406,C[C@@H](O)[C@@H]1NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc2ccc(cc2)C(O)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)CSC[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O)C(N)=O
c50124407,C[C@@H](O)[C@@H]1NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)CSC[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O)C(N)=O
c50124861,[O-]S(=O)(=O)Oc1ccc(c(OS([O-])(=O)=O)c1)-c1oc2cc(OS([O-])(=O)=O)cc(OS([O-])(=O)=O)c2c(=O)c1OS([O-])(=O)=O
c50124862,[O-]S(=O)(=O)Oc1cc(OS([O-])(=O)=O)c2c(c1)oc(-c1ccc(OS([O-])(=O)=O)c(OS([O-])(=O)=O)c1)c(OS([O-])(=O)=O)c2=O
c50124864,[O-]S(=O)(=O)O[C@H]1Cc2c(OS([O-])(=O)=O)cc(OS([O-])(=O)=O)cc2O[C@H]1c1ccc(OS([O-])(=O)=O)c(OS([O-])(=O)=O)c1
c50124885,COc1ccccc1CN=C(N)C=Cc1ccccc1
c50125265,CCN(CC)CCN(Cc1ccc(cc1)-c1ccc(cc1)C(F)(F)F)C(=O)Cn1c2CCCc2c(=O)nc1SCc1ccc(F)cc1
c50125289,Cc1cc(C)c(c(C)c1)S(=O)(=O)N[C@@H](Cc1ccc(cc1)-c1cccc(NC(=O)NC2CC2)c1)C(O)=O
c50125760,Nc1nc2nc(SCc3ccc(Cl)cc3)[nH]c2c(=O)[nH]1
c50125790,OP(O)(=O)[C@H](NC[C@@H]1CCCc2ccccc12)c1ccc(F)cc1
c50125791,Cc1ccc(OCCSc2nc3ccccc3n2CC(O)=O)c(C)c1
c50125792,C[C@H](CN[C@H](c1ccc(F)cc1)P(O)(O)=O)c1ccccc1
c50125794,OP(O)(=O)[C@H](NCCc1ccc(F)cc1)c1ccc(F)cc1
c50125795,C[C@@H](CN[C@H](c1ccccc1)P(O)(O)=O)c1ccccc1
c50125797,C[C@@H](CN[C@H](c1ccc(F)c(F)c1)P(O)(O)=O)c1ccccc1
c50125798,Cc1cccc(OCCn2c(SCC(O)=O)nc3ccccc23)c1
c50125800,OC(=O)CSc1nc2ccccc2n1CCOc1ccccc1
c50125804,OC(=O)Cn1c(SCc2cccc3ccccc23)nc2ccccc12
c50125807,Cc1ccccc1OCCSc1nc2ccccc2n1CCC(O)=O
c50125810,Cc1cccc(OCCSc2nc3ccccc3n2CC(O)=O)c1C
c50125812,Cc1ccccc1OCCSc1nc2ccccc2n1CC(O)=O
c50125813,OC(=O)Cn1c(SCCOc2ccccc2F)nc2ccccc12
c50125815,COc1ccccc1OCCSc1nc2ccccc2n1CC(O)=O
c50125816,Cc1cccc(C)c1OCCSc1nc2ccccc2n1CC(O)=O
c50125817,OC(=O)C\C(=C\c1cccc(c1)C(F)(F)F)c1nc2ccccc2o1
c50125842,N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(O)=O
c50126022,CN(CCC(Oc1ccc(cc1)-c1ccccc1)c1ccc(F)cc1)CC(O)=O
c50126023,CN(CCC(Oc1ccc(cc1)C(=O)c1ccc(C)cc1)c1ccccc1)CC(O)=O
c50126143,NS(=O)(=O)NCCNc1nonc1\C(Nc1ccc(F)c(Br)c1)=N\O
c50126144,OC(CC1c2ccccc2-c2cncn12)C1CCCCC1
c50126419,CN(C)c1ccc(cc1)-c1cc2ncccc2c(NCCCCN)n1
c50126720,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(CC1)c1ccccc1C)S(=O)(=O)c1cccc2cnccc12
c50126875,O=C(C1CCCC1)c1ccc(OCc2ccc(CN3CCCCC3)cc2)cc1
c50126878,C(Oc1ccc(cc1)-n1ccnc1)c1ccc(CN2CCCCC2)cc1
c50126884,CC(=O)c1ccc(OCc2ccc(CN3CCCCC3)cc2)cc1
c50126888,C(Oc1ccc(CN2CCCCC2)cc1)c1ccc(CN2CCCCC2)cc1
c50126895,CC(N=O)c1ccc(OCc2ccc(CN3CCCCC3)cc2)cc1
c50126899,CO\N=C(/C)c1ccc(OCc2ccc(CN3CCCCC3)cc2)cc1
c50126900,CC(=O)c1ccc(OCc2ccc(CN3CCCCCC3)cc2)cc1
c50126902,CC(=O)c1ccc(OCc2ccc(CN3CCCC3)cc2)cc1
c50127011,Nc1nc2cc(Cl)ccc2o1
c50127012,c1cc2nccnc2[nH]1
c50127013,Brc1cnc2[nH]ccc2n1
c50127014,Brc1c[nH]c2nccnc12
c50127020,Brc1cnc2[nH]cc(I)c2n1
c50127138,CCC(C)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c3ccc(Cl)cc3Cl)cc2)c1=O
c50127140,COc1cc(cc(OC)c1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)c2cc3OCOc3cc12
c50127222,Cc1nc(sc1CSc1ccc(OCC(O)=O)c(C)c1)-c1ccc(c(F)c1)C(F)(F)F
c50127824,C1Cc2ccccc2CN1c1ccncc1
c50127841,C(COc1ccc(cc1)-c1cc2ccccn2c1)CN1CCCCC1
c50128285,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)c2ccccc12
c50129062,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)=C(N2C1=O)C(O)=O
c50129065,O=c1c(coc2ccccc12)C#N
c50129081,OC(=O)CCCc1c[nH]c2ccccc12
c50129202,CC(C)C[C@H](N)C(=O)NO
c50129513,CN(CC(CCN1CCC(O)(CC1)c1ccccc1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1
c50129793,CNc1ccc(cc1)-c1nc2ccc(O)cc2s1
c50129952,Oc1ccc(cc1)-c1cc(=O)c2c(O)cc(O)c(-c3cc(ccc3O)-c3cc(O)c4c(cc(O)cc4=O)o3)c2o1
c50130273,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1
c50130549,COc1ccc(cc1)S(=O)(=O)N(CC(N)=O)c1ccc(N(CC(N)=O)S(=O)(=O)c2ccc(OC)cc2)c2ccccc12
c50130558,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)c1cc(ccc1-c1c2ccc(O)cc2oc2cc(=O)ccc12)N=C=S)[C@@H](C)O)C(N)=O
c50130594,CC(C)c1cc(Cc2c(C)cc(CCC(O)=O)cc2C)ccc1O
c50130595,CC(C)c1cc(Oc2c(C)cc(C[C@H](N)C(O)=O)cc2C)ccc1O
c50130596,CC(C)c1cc(Oc2c(C)cc(OCC(O)=O)cc2C)ccc1O
c50130597,CC(C)c1cc(Cc2c(C)cc(C[C@H](N)C(O)=O)cc2C)ccc1O
c50130880,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CC(C)C)C(O)=O
c50130950,Nc1nc(N)c2c(Sc3ccc(Cl)cc3)cccc2n1
c50130980,COc1ccc(COc2ccc(Br)cc2-c2cc(CO)on2)cc1
c50130981,ClCc1cc(no1)-c1ccccc1OCc1ccc(Br)cc1
c50130982,OCc1cc(no1)-c1ccccc1OCc1ccc(Br)cc1
c50130983,COc1ccc(COc2ccc(Br)cc2-c2cc(CCl)on2)cc1
c50130984,COCc1cc(no1)-c1ccccc1OCc1ccc(Br)cc1
c50130985,COC(=O)C1CC(=NO1)c1ccccc1OCc1cccc(OC)c1
c50130986,COc1cccc(COc2ccccc2-c2cc(CCO)on2)c1
c50130987,COc1ccc(COc2ccccc2C2=NOC(CCl)C2)cc1
c50130988,COc1ccc(COc2ccccc2-c2cc(CCO)on2)cc1
c50130989,COc1cccc(COc2ccccc2C2=NOC(CCl)C2)c1
c50130990,CCCCc1cc(no1)-c1ccccc1OCc1ccc(OC)cc1
c50130991,COC(=O)c1onc(c1C(=O)OC)-c1ccccc1OCc1ccc(Br)cc1
c50130992,COc1cccc(COc2ccccc2C2=NOC(CO)C2)c1
c50130993,COc1cccc(COc2ccccc2-c2cc(CO)on2)c1
c50130994,COC(=O)c1cc(no1)-c1ccccc1OCc1ccc(Br)cc1
c50130995,COc1ccc(COc2ccccc2C2=NOC(CO)C2)cc1
c50130996,OCCc1cc(no1)-c1ccccc1OCc1ccc(Br)cc1
c50130997,COC(=O)C1CC(=NO1)c1ccccc1OCc1ccc(Br)cc1
c50130998,COC(=O)C1CC(=NO1)c1ccccc1OCc1ccc(OC)cc1
c50130999,COC(=O)C1CC(=NO1)c1cc(Br)ccc1OCc1ccc(OC)cc1
c50131000,COc1ccc(COc2ccccc2-c2cc(CO)on2)cc1
c50131268,CCCCN(CCCC)c1ccc(\C=C2/C(=O)ON=C2c2ccccc2)cc1
c50131269,Fc1ccccc1C1=NOC(=O)\C1=C/c1ccc(cc1)N1CCCC1
c50131271,Oc1ccc(cc1)C1=NOC(=O)\C1=C/c1ccc(cc1)N1CCCC1
c50131272,Fc1ccc(cc1)C1=NOC(=O)\C1=C/c1ccc(cc1)N1CCCC1
c50131281,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
c50131433,Oc1ccc(CCN2CCC(CC2)Nc2nc3ccccc3n2Cc2ccc(F)cc2)cc1
c50131549,Nc1c(Br)c(O)c(cc1C#N)C(O)=O
c50131554,Cc1cc(C)c2nc(ccc2c1O)C(O)=O
c50131843,COc1cc(OCCN(C)C)ccc1Nc1ncc2c(C)cc(=O)n(-c3cccc(NC(=O)C=C)c3)c2n1
c50131844,COc1cc(ccc1Nc1ncc2c(n1)n(-c1cccc(NC(=O)C=C)c1)c1nccn1c2=O)N1CCC(CC1)N(C)C
c50132132,OC(=O)c1ccn[nH]1
c50132260,Fc1ccc(C(=O)NOCC2CC2)c(Nc2ccc(I)cc2Cl)c1F
c50132411,Cc1ccc(cc1C(O)=O)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C
c50132412,CN(C)Cc1cccc(c1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C
c50132413,COc1cc(NC(=O)Nc2cc(nn2-c2ccc(C)cc2)C(C)(C)C)c2ccccc2c1OCCN1CCOCC1
c50132414,COc1cc(NC(=O)Nc2cc(nn2-c2ccc(C)cc2)C(C)(C)C)c2ccccc2c1
c50132415,Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(CCCN2CCOCC2)c2ccccc12)C(C)(C)C
c50132416,CN(C)Cc1cc(ccc1C)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C
c50133071,Oc1c(CN=O)ccc(-c2ccccc2)c1-c1ccccc1
c50133236,CC(C)[C@@H]1N(C)c2ccc(NC(=O)CCCCCCCCCCCCC(=O)Nc3ccc4C[C@@H](CO)NC(=O)[C@H](C(C)C)N(C)c4c3)cc2C[C@@H](CO)NC1=O
c50133281,OC(=O)c1cc(on1)-c1ccc(Br)cc1
c50135167,O[C@H]1Cc2c(O)cc(O)cc2O[C@H]1c1ccc(O)c(O)c1
c50135467,COc1ccc(cc1OC)-c1cnc2c(NC(=O)C3CC3)snc2c1
c50135468,COc1ccc(cc1OC)-c1cnc2c(NC(=O)c3ccccc3)snc2c1
c50135469,COc1ccc(cc1OC)-c1cnc2c(OC(C)C)snc2c1
c50135470,CCC(C)Oc1snc2cc(cnc12)-c1ccc(OC)c(OC)c1
c50135471,CCCCOc1snc2cc(cnc12)-c1ccc(OC)c(OC)c1
c50135472,COc1ccc(cc1OC)-c1cnc2c(OCCC(C)C)snc2c1
c50135473,COc1ccc(cc1OC)-c1cnc2c(OC3CCCCC3)snc2c1
c50135474,CCOc1snc2cc(cnc12)-c1ccsc1
c50135475,CC(C)Oc1snc2cc(cnc12)-c1ccsc1
c50135476,COc1ccc(cc1OC)-c1cnc2c(snc2c1)N1CCN(CC1)C(C)=O
c50135477,CCOC(=O)N1CCN(CC1)c1snc2cc(cnc12)-c1ccc(OC)c(OC)c1
c50135478,COc1ccc(cc1OC)-c1cnc2c(snc2c1)N1CCCN(C)CC1
c50135479,COc1ccc(cc1OC)-c1cnc2c(NC3CCNCC3)snc2c1
c50135480,COc1ccc(cc1OC)-c1cnc2c(snc2c1)N1CCC(C)CC1
c50135923,CC(C)c1csc(C=Cc2ccn3c(c2)ncc(-c2nnn[nH]2)c3=O)n1
c50135924,CC(C)c1csc(COc2ccn3c(c2)ncc(-c2nnn[nH]2)c3=O)n1
c50135925,CC(C)c1csc(CCc2ccn3c(c2)ncc(-c2nnn[nH]2)c3=O)n1
c50135926,CC(C)c1csc(\C=C\c2cccc(NC(=O)Cc3ccccc3C(O)=O)c2)n1
c50136326,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCNC(=O)CCNC(=O)c1ccc(C(O)=O)c(c1)-c1c2ccc(O)cc2oc2cc(=O)ccc12)[C@@H](C)O)[C@@H](C)O)C(=O)NCC(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCSC)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(N)=O
c50136330,CCC(C)C(NC(=O)C(NC(=O)C(NC(C)=O)C(C)O)C(C)O)C(=O)NCC(=O)NC(CCSC)C(=O)NC(CCSC)C(=O)NC(C(C)O)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NCCC(=O)NCCC(=O)NC(CCCCNC(=O)c1ccc(C(O)=O)c(c1)-c1c2ccc(O)cc2oc2cc(=O)ccc12)C(N)=O
c50136331,CSCCC(NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(NC(=O)CCNC(=O)CCNC(=O)c1ccc(C(O)=O)c(c1)-c1c2ccc(O)cc2oc2cc(=O)ccc12)C(C)O)C(C)O)C(=O)NC(CCSC)C(=O)NC(C(C)O)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC1CCCCn2cc(CC(NC(=O)C(CCCCN)NC(=O)C(Cc3ccccc3)NC(=O)C(C)NC1=O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(N)=O)nn2
c50136337,CSCCC(NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(NC(C)=O)C(C)O)C(C)O)C(=O)NC(CCSC)C(=O)NC(C(C)O)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC1CCCCn2cc(CC(NC(=O)C(CCCCN)NC(=O)C(Cc3ccccc3)NC(=O)C(C)NC1=O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NCCC(=O)NCCC(=O)NC(CCCCNC(=O)c1ccc(C(O)=O)c(c1)-c1c3ccc(O)cc3oc3cc(=O)ccc13)C(N)=O)nn2
c50136492,COc1ccc2[nH]c3CNCCc3c2c1
c501365,C[C@@](O)(C(=O)N1CCC(CC1)C1(CC1)c1n[nH]c(n1)-c1ccccc1)C(F)(F)F
c501366,C[C@@](O)(C(=O)N1CCC(CC1)C1(CC1)c1nnc([nH]1)-c1ccc(F)cc1)C(F)(F)F
c501367,CC(C)(C1CCN(CC1)C(=O)[C@@](C)(O)C(F)(F)F)c1nnc([nH]1)-c1ccccc1
c501368,CC(C)(C1CCN(CC1)C(=O)[C@@](C)(O)C(F)(F)F)c1nnc([nH]1)C1CCCCC1
c501370,C[C@@](O)(C(=O)N1CCC(CC1)C1(CC1)c1nnc(o1)-c1ccccc1)C(F)(F)F
c501371,C[C@@](O)(C(=O)N1CCC(CC1)C1(CC1)c1nnc(o1)-c1ccc(F)cc1)C(F)(F)F
c501372,Cc1nnc(o1)C1(CC1)C1CCN(CC1)C(=O)[C@@](C)(O)C(F)(F)F
c501378,CC(C)(C)c1nnc(o1)C1(CC1)C1CCN(CC1)C(=O)[C@@](C)(O)C(F)(F)F
c501379,CC(C)(C1CCN(CC1)C(=O)[C@@](C)(O)C(F)(F)F)c1nnc(o1)-c1ccccc1
c501380,CC(C)(C1CCN(CC1)C(=O)[C@@](C)(O)C(F)(F)F)c1nnc(o1)C1CCCCC1
c501381,CC1CN(CCC1C1(CC1)c1n[nH]c(n1)-c1ccccc1)C(=O)[C@@](C)(O)C(F)(F)F
c50138279,C(CCCNCc1cc2ccccc2o1)CCCNc1c2CCCCc2nc2ccccc12
c501383,CC1CN(CCC1C1(CC1)c1nnc(o1)-c1ccccc1)C(=O)[C@@](C)(O)C(F)(F)F
c501385,C[C@@H]1CN(CC[C@@H]1C1(CC1)c1nnc([nH]1)-c1ccccc1)C(=O)[C@@](C)(O)C(F)(F)F
c501388,C[C@H]1CN(CCC1C1(CC1)c1nnc(o1)-c1ccccc1)C(=O)[C@@](C)(O)C(F)(F)F
c501390,C[C@@H]1CN(CC[C@@H]1C1(CC1)c1nnc([nH]1)-c1ccc(F)cc1)C(=O)[C@@](C)(O)C(F)(F)F
c501392,C[C@@H]1CN(CC[C@@H]1C1(CC1)c1nnc([nH]1)-c1ccc(C)cc1)C(=O)[C@@](C)(O)C(F)(F)F
c501394,C[C@@H]1CN(CC[C@@H]1C1(CC1)c1nnc(o1)-c1ccc(C)cc1)C(=O)[C@@](C)(O)C(F)(F)F
c501396,COc1ccc(cc1)-c1nnc([nH]1)C1(CC1)[C@H]1CCN(C[C@H]1C)C(=O)[C@@](C)(O)C(F)(F)F
c50139762,Cc1ccc2n(C[C@H]3CNC(=O)[C@H](CC(N)=O)NC(=O)C4(CCCCC4)NC(=O)[C@@H](CC(O)=O)[C@H](\C=C\C3)c3ccc(CP(O)(O)=O)cc3)ccc2c1
c50139764,Cc1ccc2n(C[C@H]3CNC(=O)[C@H](CC(N)=O)NC(=O)C4(CCCCC4)NC(=O)[C@@H](CC([O-])=O)[C@H](\C=C\C3)c3ccc(CP([O-])([O-])=O)cc3)ccc2c1
c501398,COc1ccc(cc1)-c1nnc(o1)C1(CC1)[C@H]1CCN(C[C@H]1C)C(=O)[C@@](C)(O)C(F)(F)F
c50139862,Oc1ccc(cc1)C1COc2cc(O)c(O)cc2C1
c501400,C[C@H]1CN(CC[C@H]1C1(CC1)c1nnc([nH]1)-c1ccc(Cl)cc1)C(=O)[C@@](C)(O)C(F)(F)F
c50140172,COc1cc(\C=C\C(=O)CC(=O)\C=C\c2ccc(O)c(OC)c2)ccc1O
c501402,C[C@@H]1CN(CC[C@@H]1C1(CC1)c1nnc(o1)-c1ccc(Cl)cc1)C(=O)[C@@](C)(O)C(F)(F)F
c50140241,O=c1[nH]cnc2[nH]ncc12
c50140248,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)[C@@H](C)O)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O
c50140250,CC(C)C[C@H](NC(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3CCCN3C(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC2=O)[C@@H](C)O)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(N)=O
c50140252,CC(C)C[C@H](NC(=O)[C@]1(C)CCCCCCCC[C@](C)(NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](CCC(N)=O)C(=O)N1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CO)C(N)=O
c501404,COc1ccc(cn1)-c1nnc([nH]1)C1(CC1)[C@H]1CCN(C[C@H]1C)C(=O)[C@@](C)(O)C(F)(F)F
c501406,COc1ccc(cn1)-c1nnc(o1)C1(CC1)[C@H]1CCN(C[C@H]1C)C(=O)[C@@](C)(O)C(F)(F)F
c50142887,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc12
c50143,Cc1ccc(NC(=O)CN2C(=O)S\C(=C/c3cccn3-c3cccc(c3)C(O)=O)C2=O)c(C)c1
c50143009,[O-]S(=O)(=O)OC1OC(CN=[N+]=[N-])C(OS([O-])(=O)=O)C(OS([O-])(=O)=O)C1OS([O-])(=O)=O
c50143011,[O-]S(=O)(=O)CC1OC(OC2(COS([O-])(=O)=O)OC(COS([O-])(=O)=O)C(OS([O-])(=O)=O)C2OS([O-])(=O)=O)C(CS([O-])(=O)=O)C(OS([O-])(=O)=O)C1OS([O-])(=O)=O
c50143012,[O-]S(=O)(=O)OC[C@H]1OCC[C@@H](OCCCOc2ccccc2)C1OS([O-])(=O)=O
c50143013,CO[C@@H]1CCO[C@H](COS([O-])(=O)=O)C1OS([O-])(=O)=O
c50143018,[O-]S(=O)(=O)OC[C@H]1OCC[C@@H](OCc2ccccc2)C1OS([O-])(=O)=O
c50143019,COC1C(OCc2ccccc2)C2COC(O2)C1OS([O-])(=O)=O
c50143025,COC1OC(C)C(OCc2ccccc2)C(OS([O-])(=O)=O)C1OS([O-])(=O)=O
